product_name,gw_sku,amazon_url
Ultramarines Upgrades and Transfers,55-34,https://www.amazon.com/Games-Workshop-55-72-Ultramarines-Transfers/dp/B0FX4YGG75/ref=sr_1_2?crid=3Q7YQG4THWMFS&dib=eyJ2IjoiMSJ9.ig4xHbZJ0-9PG5ea-cH2T5uTIPwPj1x0gxdMJu9BxblbkUmgMw_ySfxbJmjFjJRwM34xM2ixeppBKzOvF9ZXzuL_8FIZ8W7G52DNVhST1gw.mARrL82oYnfEomamU3ickTGlxCV7abHdcck7yunAf2g&dib_tag=se&keywords=Ultramarines+Upgrades+and+Transfers&qid=1777837118&sprefix=ultramarines+upgrades+and+transfers%2Caps%2C162&sr=8-2
Uthar the Destined,prod5000445-99120118011,https://www.amazon.com/Warhammer-40k-Leagues-Votann-Destined/dp/B0BK9KZWZB/ref=sr_1_1?crid=JAPO4LXC0EQS&dib=eyJ2IjoiMSJ9.O1Qou-QbpUeeH6k5x9Qekp_AtH_boVVmOaFCL7vhwrqYtNon-CUNT1x4Za51dGV7LFeOFdnQW7HZkewe9e-Dbmue4nKgcE0llYNeEaf6_uzHSljAeS2Uw6Cdq_0hI6BSkKRJ-artfry9-pUIuDYg82f6Rc4sAkjVzZDnLnvnx_54rGkdFiotyv6p_pBgX_EdXLbF3AvcJ4VgSuhsVjSFSPk0PHdrjQGGF1l_qeIMTl52lYDTSGMxEoBlQujJpi1TRbJNK1hrxYuG5o2o-K3KxNp06_IWcu2v-M_km8uP_0Q.byRpineGptTqEizMEygtr0jQd4uNXVMXRuVOlqNk3l8&dib_tag=se&keywords=leagues+of+votann+40k+kahl&qid=1777829948&sprefix=Kahl+leagu%2Caps%2C217&sr=8-1
Venerable Dreadnought,48-137,https://www.amazon.com/Games-Workshop-99120101299/dp/B08KWMHRLV/ref=sr_1_3?crid=2UFBX020WTPSC&dib=eyJ2IjoiMSJ9.3p9OTJ6gGFdp200FUsgcLHeB3RJiTq9N5C0cTlnPXj-f4kpMNDg2LmLWUuAYzCQ1FpXhXoWgwHsjtLelybedtuPIPn2Uzoy0AGtvKZbIWmyZKc_YXsg9eljXs1p5D1cy74ZF9KIgiPsZDsJExQxr4mCIq4yUNk-CmFDK9LaqH2RdSEyY9Dh70-6oSB6yNvGKl_oveu9IF1aBm_s_ZiE4ydECuyCrQzoEWXF-lJCS6z01Tbz_dfPvME1aQtw6OdM69dtMRIfFDdj2wm--xQpD8lViVTOPpVYuob3VEZnMM30.k9bazG_1llojvDfuVp6B85Ic4JnLAdu7RvaVNHY2sl4&dib_tag=se&keywords=Venerable+Dreadnought&qid=1777837133&sprefix=venerable+dreadnought%2Caps%2C183&sr=8-3
Voidweaver,prod2780228,https://www.amazon.com/Aeldari-Starweaver-Warhammer-40-000/dp/B09XH827TD/ref=sr_1_1_mod_primary_new?crid=9YQ0JO2P4IHR&dib=eyJ2IjoiMSJ9.kAPjnH9EM4wxYUG9vJKaXUOwFublA79z2oiXEoSRyD_tt3gs2Ke_skYNQEez2WO2i3gv7Nhom7gs4j4nfk-aVN7vaCGboIzMahrdtX7060EfN2P1r4IzhyQ05ePhUvXuTZUi2Uf_QRt-47j8xordqPllfrOsInnFuohE98cPMG0748aI6nYEQUC7CL1PY26-X2y1BLdvCrSSfvQJhEICqpgNkXzoVM4vuwEFjpiOb-M.A5dn7K8e3kdJIDNvoyBBNItW0fL91fYjWtOkIg4gx50&dib_tag=se&keywords=Voidweaver&qid=1777837156&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=voidweaver%2Caps%2C202&sr=8-1
Vulkan He'stan,63-02,https://www.amazon.com/Warhammer-40K-Salamanders-Vulkan-HeStan/dp/B0FL37KGMP/ref=sr_1_1?crid=2AK1ZRU543HS9&dib=eyJ2IjoiMSJ9.o85WXsldxbCjDztunbG34yfPBCkxoBE3O7nJxsoVVxs.eN3Phnv-FHlUjv3wl7H0_syiYuyUcuq_Ie1D76HYybE&dib_tag=se&keywords=Vulkan+He%27stan&qid=1777837170&sprefix=vulkan+he%27stan%2Caps%2C162&sr=8-1
Warlocks,prod4870187,https://www.amazon.com/2022-Warlocks-Aeldari-Eldar-Warhammer/dp/B09TG4MXX1/ref=sr_1_1?crid=O09CEBUZES7H&dib=eyJ2IjoiMSJ9.E56fB9oqQtY7_j2e7fKHq3ZM3ocyOdPfFBM6fjBg-wupIGkvByzmNYQjHht63PdMokmiw88bX9YiJGZehda4JsCGOLOv6j6LHXEZbBlbnASOZGceH2kcxnm-4qIfmXe3O6oTA7q7eTMiCZ7J3G7QK2FEbk3uu14d6Q6vqh90kNFExe-MBIsiYT6ZlR-WPx_Msc3cZXR3eMkE42XwAH6N3aeF2dkxh0sf6y1fa-MtZlA.AwOv2gAPRtrPsyZhD05mfWGd8pIuoxwsW6EjWxUKI6Q&dib_tag=se&keywords=Warlocks&qid=1777837188&sprefix=warlocks%2Caps%2C208&sr=8-1
Warlock Skyrunner,prod3660120,https://www.amazon.com/Games-Workshop-Farseer-Skyrunner/dp/B09WNGQTBT/ref=sr_1_1?crid=1EDRVV1KQYBRS&dib=eyJ2IjoiMSJ9.yDdmJJeqkQY-COcd4CeCfNq1rmaRQSAH_GyYPwZXhT6rNsPUnGqNGojgd-lrNmv0-verTDVT8DkTTeHHQqZSMsmQTTZ65ckMEURT95KRLhc.fEHft0GB5c1DEfJvlIS3z9J2S0slR_gq356SX7OEjfc&dib_tag=se&keywords=farseer+Skyrunner&qid=1777837225&sprefix=farseer+skyrunner%2Caps%2C128&sr=8-1
Warp Spiders,P-203611,https://www.amazon.com/Warhammer-40-000-Aeldari-Spiders/dp/B0DV3Z9N17/ref=sr_1_1_mod_primary_new?crid=2BDY7NKDHAMQ4&dib=eyJ2IjoiMSJ9.c7B8Vw7D5Ok-d-6kF9SNXcgOOE7KFnRATqiKhFrJMkmf7Y7Xv-FdjQLAe15-LWz6F2DwbBSM3zYVvkJ8QR-1rQ8iw2ec2g1Vvv4Ey_Nho66XFQ5VxWeTalLvdBulTm09OWia7G-DUnrB4234m1KJvg.cqD3EkxBQH5bm5Ri8ipaE63o0Tb_P3RnH8E1KOyIyHw&dib_tag=se&keywords=Warp+Spiders&qid=1777837242&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=warp+spiders%2Caps%2C275&sr=8-1
War Walkers,P-203606,https://www.amazon.com/Games-Workshop-Warhammer-Aeldari-Walkers/dp/B0DV3WVLBL/ref=sr_1_1?crid=SL155T9KB4QO&dib=eyJ2IjoiMSJ9.I1eDoY9vSHsetyky4JPqsKHSOjSBQibDp-ZsppAMd1HVdcd4TAR2IOQkRWNqzrpdqJ-T5iBROnc7VrQ60KAs9SGETQ0zC-HjenBT2nIKT53vHjsGWdXn5pUnCscKM5tvl6mf9wpE5zfDuEUW307FQScygS3cr-KMLR_-b0Ngnzou9JGbpkX6VelkeVihnwfSojZZZoEFgMY_nSttrgCfnVvLw6vDHmP3WDocpItyjOY.Xf9n_n7TyQIUxYP_zvTGJh2mpHlZcPC3zaM2lAPvO80&dib_tag=se&keywords=War+Walkers&qid=1777837256&sprefix=war+walkers%2Caps%2C166&sr=8-1
Wazbom Blastajet,50-65,https://www.amazon.com/Orks-Dakkajet-Warhammer-40-000/dp/B09HJWQWB7/ref=sr_1_1?crid=1TKUVZ9H66CQC&dib=eyJ2IjoiMSJ9.VtHsCZsuWv1Pe2k4LQNDRQ.QFibrS-mfAVZPXcMZo_f4DMqhEJoeSE-i0zFcEpFbkA&dib_tag=se&keywords=Blitza-Bommer&qid=1777825112&sprefix=blitza-bommer%2Caps%2C181&sr=8-1#customerReviews
Weirdboy,50-66,https://www.amazon.com/Warhammer-40-000-Orks-Weirdboy/dp/B0067PX1DA/ref=sr_1_1?crid=2OH521RMCTOFO&dib=eyJ2IjoiMSJ9.jbmYYJS_wQnsdsDH8ZhdRZA19gG3v5DmB2ghLICxyCC-GQ1e7b1PLfuyCais4vZa9xsm-REYthAG8uAsQPCdO_SgHwSAYOAZfTT3T5-n5e2ku726APGvJV80LBqhKNuyHAof6IzuyeBnfUa1Vbkctz3rTK0xX5q-jRi6mz4zp2OYx1nCGQC7DnWmmGK0wC6Vn5g28eUHrZwtZejiVeZY0ZPr46GKh8SAO0w0Svy_OUQ.LWJbMO8sf4JTmDja9LmsUCN_u4qMXkSRkCud0WBlxPo&dib_tag=se&keywords=Weirdboy&qid=1777837275&sprefix=weirdboy%2Caps%2C180&sr=8-1
Windriders,prod3660121,https://www.amazon.com/Aeldari-Windriders-Warhammer-40-000/dp/B09VB7LBFK/ref=sr_1_1?crid=33IIHIFMQ5VE2&dib=eyJ2IjoiMSJ9.llvaXoP2w0NNZYx1xalIYyT1MgeSiFSbJEqqLjLzcpXywlE_MEYcfLY-8iw8aR0z1O-ikz-ZPQDCbTQlml00Om0kmoRSYJVAxj6pTcBf5J-QPwscOTx961Cdr5zJznBQnAPKdV0s89S-9VkcV83kvwd2FF3qiAKDRkvPi5QeG--NdQ5ARSGqjrQc-vh1kUA6DXrKODEzhMSy2gE8w-is2zs2y8UgK_V5KZeIkGNVeHk.AcGRr-yQIKdFdJppCeEeYRGMQSo8lXOGSx1lqDknJEg&dib_tag=se&keywords=Windriders&qid=1777837298&sprefix=windriders%2Caps%2C207&sr=8-1
Wolf Guard Battle Leader,53-32,https://www.amazon.com/SPACE-WOLVES-GUARD-BATTLE-LEADER/dp/B0FF4T51GS/ref=sr_1_1_mod_primary_new?crid=3RZ1IRDQLRE9O&dib=eyJ2IjoiMSJ9.339u3Nvl_URq7rdu13E7-8Vn_v3aPRC1w1397YKpoPAWyztYbx3Iq5K2v_AX1XnFlSstOaYS8LUiizXTQO7H7DHgzL7Jg0-lsONC02axywc.1I69H_-hyqQ1fCWJGTsSVEGWizHXkFGdciY4b_RyALA&dib_tag=se&keywords=Wolf+Guard+Battle+Leader&qid=1777837313&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=%2Caps%2C187&sr=8-1
Wolf Guard Headtakers,53-33,https://www.amazon.com/Games-Workshop-Warhammer-Wolves-Headtakers/dp/B0FF537RSN/ref=sr_1_1_mod_primary_new?crid=3DEHBLOP7W9XJ&dib=eyJ2IjoiMSJ9.X1aPXIrRTa3LhF8G50W2iw.lDL__0eS1YC8vJDrJNKydP4flzP-W92YsapLvE-G9wA&dib_tag=se&keywords=Wolf+Guard+Headtakers&qid=1777837325&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=wolf+guard+headtakers%2Caps%2C162&sr=8-1
Wolf Priest,53-34,https://www.amazon.com/Games-Workshop-Warhammer-40K-Wolves/dp/B0FF4T21SD/ref=sr_1_1?crid=3SRM62Y9PJJ01&dib=eyJ2IjoiMSJ9.aUL2wWdxk0CYLwWwiBkKuO3oY6EWhnTh88pVSJiWswoNdBZmJuP1MXLOR-1uYxwZhjHle6scLrMS9AKVV9az7c_7FKTi6fZVqkorEUxY9xmkJPl0v5FvN-s2SdUV0iZ5tbyy8_0LF3AnAqcBZjdUyOrScMue0f7ZnwOIwILy033hQtiKo3l6oPSfon_LWm3Vcm1l3XAy7eiKov-T1-qT_8zN6VmTNaODkJhdg3mSq4o.yxQvWRNfZuhL-Sl42L59S79enlJiRKogc4TSRIuBwyA&dib_tag=se&keywords=Wolf+Priest&qid=1777837346&sprefix=wolf+priest%2Caps%2C169&sr=8-1
World Eaters Exalted Eightbound,P-WE-EXL-EIGHT-2023,https://www.amazon.com/Games-Workshop-Warhammer-Exalted-Eightbound/dp/B0BTDD6Z24/ref=sr_1_1_mod_primary_new?crid=2VQM4DOLSEN58&dib=eyJ2IjoiMSJ9.bxZ4MbmXsrm7cWKnrZu8OQ.nyQPTzO3uz3uDeNXEEZrOS5PQA69lxsatWnnVSngsPw&dib_tag=se&keywords=World+Eaters+Exalted+Eightbound&qid=1777837361&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=world+eaters+exalted+eightbound%2Caps%2C194&sr=8-1
World Eaters Jakhals,P-WE-JAKHALS-2023,https://www.amazon.com/Warhammer-000-World-Eaters-Jakhals/dp/B0BTDGXMRQ/ref=sr_1_1_mod_primary_new?crid=Q8F888D9FMEY&dib=eyJ2IjoiMSJ9.Ies50DiHgXnBOxHnoM20jUnP5XbuWE9u400THlibuIdoz_hjqeKQH21v0Ee_YW2i7u1OAPRMTDoPkQHEtAmNqHRSNefw6n93tzH-cyeF7S4.AWYF7-PphB82O__VyrsurgHBuJTwA5jHz_nAOoOJm7I&dib_tag=se&keywords=world+eaters+jackals&qid=1777837371&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=world+eaters+jakhals%2Caps%2C149&sr=8-1
World Eaters Kharn the Betrayer,P-WE-KHARN-2023,https://www.amazon.com/Games-Workshop-Warhammer-MArines-Betrayer/dp/B01LVZGW31/ref=sr_1_1?crid=2GVPNZ5MA09UZ&dib=eyJ2IjoiMSJ9.n3jgRIwq4HKPJWwFufx45xHvAZieRAzYPSs7XkjaF10kojsUi5rXpRZf2kwpCF6O.SRKcKa2eJl0Tm1x6SaMdfSktZ_jZZ2VrfsR0GtIhgdY&dib_tag=se&keywords=World+Eaters+Kharn+the+Betrayer&qid=1777837385&sprefix=world+eaters+kharn+the+betrayer%2Caps%2C153&sr=8-1
World Eaters Lord Invocatus,P-WE-LORD-INVOC-2023,https://www.amazon.com/Warhammer-000-World-Eaters-Invocatus/dp/B0BTDDBHPM/ref=sr_1_1_mod_primary_new?crid=3BHMLUET3M75V&dib=eyJ2IjoiMSJ9.x839SktaVRkgRpaWV9itUaeRblMQBVCJlCZDNraig1m34ovn5fGZVXlSPjBhKSCh9916gZ3raqAzC-XD1FU2iNWALGreWxUsG6hSEJ44M0SWHZLjHwYO_L5zXt_7qDbMHACMikri4NzxBU1PIGtOhY2yrNd4l35Rmrp9ZTkV1qI8snL1vO2vPSv68U0nHLKf.S_LtNgiRZVSF4stwzzSKt7wg3YdXY_SVjL3lQefXqM0&dib_tag=se&keywords=World+Eaters+Lord+Invocatus&qid=1777837408&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=world+eaters+lord+invocatus%2Caps%2C187&sr=8-1
World Eaters Slaughterbound,P-WE-SLAUGHTER-2025,https://www.amazon.com/Warhammer-40K-World-Eaters-Slaughterbound/dp/B0FL3N1H2Z/ref=sr_1_1?crid=3DCHNXB1O09PD&dib=eyJ2IjoiMSJ9.cExzKTyvEfttqTMee28joA.FkUXxfgRR3xSNMg3lNylJYwY_8qzpozjT2lBlvpGD-4&dib_tag=se&keywords=World+Eaters+Slaughterbound&qid=1777837428&sprefix=world+eaters+slaughterbound%2Caps%2C168&sr=8-1
Wraithblades,prod3590139,https://www.amazon.com/Games-Workshop-99120104053-Warhammer-40k/dp/B074MCDX59/ref=sr_1_1_mod_primary_new?crid=A9VCUSOGR9UZ&dib=eyJ2IjoiMSJ9.uCkfrm-zhrEcMUR8pUu7LNtUbEiCH7_2ygBLzYxuIuc9ei8G8fxnp48anM7qTpozBg0Kkj04wzxxVly3N0Cu2uc2haGmfqW2u-Xii6jX94_l4vWSZ0hhIfQftUiUdGj6dbET7TH3j7Jl-EV_l5NciMJyppD9IKOx2OGauwrgom8INQlVIHXZuiX1ACJGbpbScAsL8o0ZsaUI8fPRtKg_Bg.04yQ0BIzzjkybiF49UEqBHHylRobL9gtCsYlbHOgVHk&dib_tag=se&keywords=Wraithblades&qid=1777837439&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=wraithblades%2Caps%2C170&sr=8-1
Wraithguard,prod3590128,https://www.amazon.com/Games-Workshop-99120104053-Warhammer-40k/dp/B074MCDX59/ref=sr_1_1_mod_primary_new?crid=A9VCUSOGR9UZ&dib=eyJ2IjoiMSJ9.uCkfrm-zhrEcMUR8pUu7LNtUbEiCH7_2ygBLzYxuIuc9ei8G8fxnp48anM7qTpozBg0Kkj04wzxxVly3N0Cu2uc2haGmfqW2u-Xii6jX94_l4vWSZ0hhIfQftUiUdGj6dbET7TH3j7Jl-EV_l5NciMJyppD9IKOx2OGauwrgom8INQlVIHXZuiX1ACJGbpbScAsL8o0ZsaUI8fPRtKg_Bg.04yQ0BIzzjkybiF49UEqBHHylRobL9gtCsYlbHOgVHk&dib_tag=se&keywords=Wraithblades&qid=1777837439&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=wraithblades%2Caps%2C170&sr=8-1
Wraithknight,prod3580144,https://www.amazon.com/Warhammer-46-26-40k-Eldar-Wraithknight/dp/B09VY2RWCM/ref=sr_1_1?crid=1UBCVMBBM447W&dib=eyJ2IjoiMSJ9.-_uLpirbXvJc1nmA1DT3S770H-Pm5BW2BjpQ6L69VQa3raiwav_XjzCeYsTY1LpsJPy3Tx0ujo3ip5JoXUnZ9M56oXNi6J2FDDpUqgGwHfA.Tl_BldGg2Fth-qsEd5OLwnSM9_KalwTsli86tLViHwk&dib_tag=se&keywords=Wraithknight&qid=1777837472&sprefix=wraithknight%2Caps%2C180&sr=8-1
Wraithlord,prod3530578,https://www.amazon.com/Aeldari-Wraithlord-Warhammer-40-000/dp/B09WSR9X26/ref=sr_1_2?crid=39X85BK4EYD7A&dib=eyJ2IjoiMSJ9.zaq2d_MtKqqA9zbLnpSiG3aa2kpOyF-fqMhRsLMfFsqlRcJObTUKuN3qqHSr-FlDpeFoja8KjYopYiMf5sQQE4-PMEKgrlixgW9AAztVpd8RDcFhdfaxluemFV52zAqGzHAo-TSdv0havE1B3h9zeAjcB1GXWB4w6HlHdqWsWcFwjf1cBUaGrHBEyHe0rqXZZuJBmnXCnumgY48gxwVTe98S3UkLPAF42l9pJb-m0u3SeHl59dVaP2ThE21EzOKN2MCuyrvFJb9b6wz2xCNV6HYFYPXo0P3dse1o-kKoj_s.OS7s9YtSbVWuKSrclvkTi8q2FWQ0S94Nr4bYaYUk2_o&dib_tag=se&keywords=Wraithlord&qid=1777837483&sprefix=wraithlord%2Caps%2C162&sr=8-2
Wulfen,53-35,https://www.amazon.com/Games-Workshop-Wolves-Wulfen-Warhammer/dp/B08MC65J3D/ref=sr_1_1?crid=MV2U5YDLGETJ&dib=eyJ2IjoiMSJ9.N8cMskJT2VKjUrrceEZrgHUsox1xsvoEydrkVIc8fM30MdLsY3hSfpgSmygruH4BS7sMf7reHNjq3I74-GBBwxBhbIS5ZNW7PdLMSQG004DY26RwgkmzGtQXuyNlpKupZy8mlHOgwDMvr2jsR74A-cj2u4rDWdqrY9TKobW_CAyDbkz0dCxUYYJrvpt2yg2vzwxGULwEe18fHIj0-TKxaWsrsVjJSP4fl5RUbq_Fxeeg_Ns1esLasJW1Uzx_90CnY5ArmeSTbc1dAh_TJFqnz0EWbFpQeHPOOrp6szjec24.F7nC0Ac5o8nzRF7ZmKfjKoLCOK1K_yfCgkqSOG_3T3M&dib_tag=se&keywords=Wulfen&qid=1777837509&sprefix=wulfen%2Caps%2C213&sr=8-1
Wulfen Dreadnought,53-36,https://www.amazon.com/Games-Workshop-Venerable-Dreadnought-Warhammer/dp/B08K7PCLWD/ref=sr_1_1?crid=2IUXWH833SZNM&dib=eyJ2IjoiMSJ9.3p9OTJ6gGFdp200FUsgcLPCEKU_5EsMQx48oGZfvJ-xUti2t4vXZGpIx14ho2hX9mpB7b8Gx1DS6QLUL4IegqXuQsDL0yFPWb11Ox5b1CgEEpRIiu3VduTjNGlgO2ygcpVuHyYpNQ5QR-glIYouCIA.jzaIdJ7kzmRzpK2NkRZK4SBp2qd7MiiD-LZnRl5bpJE&dib_tag=se&keywords=Wulfen+Dreadnought&qid=1777837519&sprefix=wulfen+dreadnought%2Caps%2C158&sr=8-1
Yvraine,prod4870185,
Zodgrod Wortsnagga,50-67,https://www.amazon.com/Games-Workshop-Warhammer-40k-Wortsnagga/dp/B09F4MBYRH/ref=sr_1_1?crid=115DGHV8QIWMG&dib=eyJ2IjoiMSJ9.D8GigLI4EKJwAgAtzxED-w.qn1oI3HXCd8OIDDGxlgrDEQL4iC69EGlqrXfWXiPbcw&dib_tag=se&keywords=Zodgrod+Wortsnagga&qid=1777837570&sprefix=zodgrod+wortsnagga%2Caps%2C150&sr=8-1
